Dataset Name,Algorithm Name,Cross Validation[1-10],AUC
spambase,Provably Robust Boosting,0,0.8910453345937216
spambase,XBART,0,0.5714778053487729
spambase,Adaboost,1,0.9870345481856272
spambase,LightGBM,1,0.988704640683058
spambase,Provably Robust Boosting,1,0.8608684480986639
spambase,XBART,1,0.5826745197248794
spambase,Adaboost,2,0.9892481619100324
spambase,LightGBM,2,0.9915013044509448
spambase,Provably Robust Boosting,2,0.8698810182623131
spambase,XBART,2,0.5961241995414658
spambase,Adaboost,3,0.9798114814154736
spambase,LightGBM,3,0.9916136953206994
spambase,Provably Robust Boosting,3,0.8602348561357651
spambase,XBART,3,0.5999623754925839
spambase,Adaboost,4,0.9763757698172242
spambase,LightGBM,4,0.9824154933761066
spambase,Provably Robust Boosting,4,0.8845125646052397
spambase,XBART,4,0.5834075922295491
spambase,Adaboost,5,0.9787124497514804
spambase,LightGBM,5,0.9869898413829976
spambase,Provably Robust Boosting,5,0.9135626448048474
spambase,XBART,5,0.6255866452801045
spambase,Adaboost,6,0.9813263628982752
spambase,LightGBM,6,0.988276995584071
spambase,Provably Robust Boosting,6,0.8792550347531634
spambase,XBART,6,0.5901205964474544
spambase,Adaboost,7,0.9882967979563952
spambase,LightGBM,7,0.990989920592487
spambase,Provably Robust Boosting,7,0.8711261609140775
spambase,XBART,7,0.6237747282124398
spambase,Adaboost,8,0.9859403156498148
spambase,LightGBM,8,0.9914849799005919
spambase,Provably Robust Boosting,8,0.8944335531396661
spambase,XBART,8,0.5840214657715995
spambase,Adaboost,9,0.9799203944632568
spambase,LightGBM,9,0.986039327511436
spambase,Provably Robust Boosting,9,0.913790372086576
spambase,XBART,9,0.6005267431038239
spect,Adaboost,0,0.8011363636363638
spect,LightGBM,0,0.7499999999999999
spect,Provably Robust Boosting,0,0.7386363636363636
spect,XBART,0,0.7954545454545455
spect,Adaboost,1,0.6704545454545454
spect,LightGBM,1,0.875
spect,Provably Robust Boosting,1,0.8323863636363636
spect,XBART,1,0.8238636363636364
spect,Adaboost,2,0.5568181818181819
spect,LightGBM,2,0.5965909090909091
spect,Provably Robust Boosting,2,0.6221590909090909
spect,XBART,2,0.5113636363636364
spect,Adaboost,3,0.6931818181818181
spect,LightGBM,3,0.6619318181818181
spect,Provably Robust Boosting,3,0.6278409090909091
spect,XBART,3,0.7528409090909091
spect,Adaboost,4,0.7613636363636364
spect,LightGBM,4,0.7556818181818181
spect,Provably Robust Boosting,4,0.7386363636363636
spect,XBART,4,0.7897727272727273
spect,Adaboost,5,0.6242424242424243
spect,LightGBM,5,0.6727272727272728
spect,Provably Robust Boosting,5,0.7393939393939394
spect,XBART,5,0.6878787878787879
spect,Adaboost,6,0.8454545454545455
spect,LightGBM,6,0.8606060606060606
spect,Provably Robust Boosting,6,0.8454545454545455
spect,XBART,6,0.8363636363636364
spect,Adaboost,7,0.6848484848484848
spect,LightGBM,7,0.8515151515151514
spect,Provably Robust Boosting,7,0.8363636363636363
spect,XBART,7,0.7878787878787878
spect,Adaboost,8,0.7333333333333334
spect,LightGBM,8,0.8060606060606061
spect,Provably Robust Boosting,8,0.7848484848484849
spect,XBART,8,0.7757575757575758
spect,Adaboost,9,0.6848484848484848
spect,LightGBM,9,0.696969696969697
spect,Provably Robust Boosting,9,0.7454545454545455
spect,XBART,9,0.7515151515151515
spectf,Adaboost,0,0.8181818181818181
spectf,LightGBM,0,0.8090909090909091
spectf,Provably Robust Boosting,0,0.8136363636363637
spectf,XBART,0,0.8454545454545455
spectf,Adaboost,1,0.8545454545454545
spectf,LightGBM,1,0.9
spectf,Provably Robust Boosting,1,0.9136363636363636
spectf,XBART,1,0.7636363636363637
spectf,Adaboost,2,0.8095238095238095
spectf,LightGBM,2,0.880952380952381
spectf,Provably Robust Boosting,2,0.8253968253968254
spectf,XBART,2,0.8015873015873016
spectf,Adaboost,3,0.7460317460317459
spectf,LightGBM,3,0.8253968253968255
spectf,Provably Robust Boosting,3,0.7301587301587302
spectf,XBART,3,0.8492063492063493
spectf,Adaboost,4,0.8253968253968254
spectf,LightGBM,4,0.9365079365079364
spectf,Provably Robust Boosting,4,0.8809523809523809
spectf,XBART,4,0.9206349206349208
spectf,Adaboost,5,0.7777777777777778
spectf,LightGBM,5,0.8015873015873016
spectf,Provably Robust Boosting,5,0.7182539682539683
spectf,XBART,5,0.7857142857142858
spectf,Adaboost,6,0.8333333333333334
spectf,LightGBM,6,0.8333333333333334
spectf,Provably Robust Boosting,6,0.8134920634920635
spectf,XBART,6,0.8571428571428572
spectf,Adaboost,7,0.9714285714285716
spectf,LightGBM,7,1.0
spectf,Provably Robust Boosting,7,0.9761904761904762
spectf,XBART,7,1.0
spectf,Adaboost,8,0.9428571428571428
spectf,LightGBM,8,0.9523809523809524
spectf,Provably Robust Boosting,8,0.8809523809523809
spectf,XBART,8,0.9523809523809524
spectf,Adaboost,9,0.7238095238095238
spectf,LightGBM,9,0.8
spectf,Provably Robust Boosting,9,0.7619047619047621
spectf,XBART,9,0.8380952380952379
squash-stored,Adaboost,0,1.0
squash-stored,LightGBM,0,1.0
squash-stored,Provably Robust Boosting,0,0.5
squash-stored,XBART,0,1.0
squash-stored,Adaboost,1,0.8888888888888891
squash-stored,LightGBM,1,1.0
squash-stored,Provably Robust Boosting,1,0.5
squash-stored,XBART,1,0.8888888888888891
squash-stored,Adaboost,2,1.0
squash-stored,LightGBM,2,0.6666666666666666
squash-stored,Provably Robust Boosting,2,0.5
squash-stored,XBART,2,0.6666666666666666
squash-stored,Adaboost,3,0.8333333333333334
squash-stored,LightGBM,3,0.6666666666666667
squash-stored,Provably Robust Boosting,3,0.5
squash-stored,XBART,3,0.8333333333333334
squash-stored,Adaboost,4,1.0
squash-stored,LightGBM,4,0.8333333333333334
squash-stored,Provably Robust Boosting,4,0.5
squash-stored,XBART,4,0.8333333333333334
squash-stored,Adaboost,5,0.6666666666666667
squash-stored,LightGBM,5,1.0
squash-stored,Provably Robust Boosting,5,0.5
squash-stored,XBART,5,1.0
squash-stored,Adaboost,6,1.0
squash-stored,LightGBM,6,1.0
squash-stored,Provably Robust Boosting,6,0.5
squash-stored,XBART,6,0.8333333333333334
squash-stored,Adaboost,7,1.0
squash-stored,LightGBM,7,1.0
squash-stored,Provably Robust Boosting,7,0.5
squash-stored,XBART,7,0.8333333333333334
squash-stored,Adaboost,8,1.0
squash-stored,LightGBM,8,0.6666666666666667
squash-stored,Provably Robust Boosting,8,0.5
squash-stored,XBART,8,0.6666666666666667
squash-stored,Adaboost,9,0.8333333333333334
squash-stored,LightGBM,9,0.6666666666666667
squash-stored,Provably Robust Boosting,9,0.5
squash-stored,XBART,9,0.6666666666666667
squash-unstored,Adaboost,0,1.0
squash-unstored,LightGBM,0,1.0
squash-unstored,Provably Robust Boosting,0,0.5
squash-unstored,XBART,0,1.0
squash-unstored,Adaboost,1,0.8888888888888891
squash-unstored,LightGBM,1,0.8888888888888891
squash-unstored,Provably Robust Boosting,1,0.5
squash-unstored,XBART,1,1.0
squash-unstored,Adaboost,2,1.0
squash-unstored,LightGBM,2,0.8333333333333333
squash-unstored,Provably Robust Boosting,2,0.5
squash-unstored,XBART,2,1.0
squash-unstored,Adaboost,3,1.0
squash-unstored,LightGBM,3,1.0
squash-unstored,Provably Robust Boosting,3,0.5
squash-unstored,XBART,3,1.0
squash-unstored,Adaboost,4,1.0
squash-unstored,LightGBM,4,1.0
squash-unstored,Provably Robust Boosting,4,0.5
squash-unstored,XBART,4,1.0
squash-unstored,Adaboost,5,0.6666666666666666
squash-unstored,LightGBM,5,1.0
squash-unstored,Provably Robust Boosting,5,0.5
squash-unstored,XBART,5,1.0
squash-unstored,Adaboost,6,1.0
squash-unstored,LightGBM,6,1.0
squash-unstored,Provably Robust Boosting,6,0.5
squash-unstored,XBART,6,0.3333333333333333
squash-unstored,Adaboost,7,1.0
squash-unstored,LightGBM,7,0.8333333333333333
squash-unstored,Provably Robust Boosting,7,0.5
squash-unstored,XBART,7,0.6666666666666666
squash-unstored,Adaboost,8,1.0
squash-unstored,LightGBM,8,0.75
squash-unstored,Provably Robust Boosting,8,0.5
squash-unstored,XBART,8,1.0
squash-unstored,Adaboost,9,1.0
squash-unstored,LightGBM,9,1.0
squash-unstored,Provably Robust Boosting,9,0.5
squash-unstored,XBART,9,1.0
statlog-australian-credit,Adaboost,0,0.6083172147001934
statlog-australian-credit,LightGBM,0,0.6644100580270794
statlog-australian-credit,Provably Robust Boosting,0,0.5681818181818182
statlog-australian-credit,XBART,0,0.6779497098646035
statlog-australian-credit,Adaboost,1,0.625725338491296
statlog-australian-credit,LightGBM,1,0.6557059961315281
statlog-australian-credit,Provably Robust Boosting,1,0.5338491295938104
statlog-australian-credit,XBART,1,0.625725338491296
statlog-australian-credit,Adaboost,2,0.6958413926499032
statlog-australian-credit,LightGBM,2,0.5875241779497099
statlog-australian-credit,Provably Robust Boosting,2,0.4390715667311412
statlog-australian-credit,XBART,2,0.5802707930367504
statlog-australian-credit,Adaboost,3,0.5831721470019342
statlog-australian-credit,LightGBM,3,0.6784332688588007
statlog-australian-credit,Provably Robust Boosting,3,0.5193423597678917
statlog-australian-credit,XBART,3,0.6798839458413926
statlog-australian-credit,Adaboost,4,0.6286266924564797
statlog-australian-credit,LightGBM,4,0.6300773694390716
statlog-australian-credit,Provably Robust Boosting,4,0.5730174081237911
statlog-australian-credit,XBART,4,0.6324951644100579
statlog-australian-credit,Adaboost,5,0.5865570599613152
statlog-australian-credit,LightGBM,5,0.6344294003868471
statlog-australian-credit,Provably Robust Boosting,5,0.5454545454545454
statlog-australian-credit,XBART,5,0.5203094777562863
statlog-australian-credit,Adaboost,6,0.5880077369439072
statlog-australian-credit,LightGBM,6,0.6073500967117988
statlog-australian-credit,Provably Robust Boosting,6,0.688588007736944
statlog-australian-credit,XBART,6,0.6218568665377175
statlog-australian-credit,Adaboost,7,0.562862669245648
statlog-australian-credit,LightGBM,7,0.5730174081237911
statlog-australian-credit,Provably Robust Boosting,7,0.4071566731141199
statlog-australian-credit,XBART,7,0.5145067698259188
statlog-australian-credit,Adaboost,8,0.6200378071833648
statlog-australian-credit,LightGBM,8,0.6228733459357277
statlog-australian-credit,Provably Robust Boosting,8,0.5165406427221173
statlog-australian-credit,XBART,8,0.6502835538752363
statlog-australian-credit,Adaboost,9,0.6620982986767486
statlog-australian-credit,LightGBM,9,0.7164461247637051
statlog-australian-credit,Provably Robust Boosting,9,0.5297731568998111
statlog-australian-credit,XBART,9,0.6805293005671077
statlog-german-credit,Adaboost,0,0.7809523809523811
statlog-german-credit,LightGBM,0,0.7938095238095239
statlog-german-credit,Provably Robust Boosting,0,0.7519047619047619
statlog-german-credit,XBART,0,0.7804761904761905
statlog-german-credit,Adaboost,1,0.7680952380952379
statlog-german-credit,LightGBM,1,0.7928571428571429
statlog-german-credit,Provably Robust Boosting,1,0.7540476190476191
statlog-german-credit,XBART,1,0.8157142857142857
statlog-german-credit,Adaboost,2,0.7580952380952382
statlog-german-credit,LightGBM,2,0.7680952380952379
statlog-german-credit,Provably Robust Boosting,2,0.6516666666666666
statlog-german-credit,XBART,2,0.7385714285714285
statlog-german-credit,Adaboost,3,0.7166666666666667
statlog-german-credit,LightGBM,3,0.7485714285714286
statlog-german-credit,Provably Robust Boosting,3,0.6866666666666666
statlog-german-credit,XBART,3,0.7276190476190476
statlog-german-credit,Adaboost,4,0.7947619047619048
statlog-german-credit,LightGBM,4,0.7642857142857142
statlog-german-credit,Provably Robust Boosting,4,0.7385714285714285
statlog-german-credit,XBART,4,0.8304761904761905
statlog-german-credit,Adaboost,5,0.7271428571428571
statlog-german-credit,LightGBM,5,0.7280952380952381
statlog-german-credit,Provably Robust Boosting,5,0.6821428571428572
statlog-german-credit,XBART,5,0.7133333333333334
statlog-german-credit,Adaboost,6,0.8042857142857143
statlog-german-credit,LightGBM,6,0.8276190476190476
statlog-german-credit,Provably Robust Boosting,6,0.7847619047619048
statlog-german-credit,XBART,6,0.7780952380952382
statlog-german-credit,Adaboost,7,0.8214285714285715
statlog-german-credit,LightGBM,7,0.8342857142857143
statlog-german-credit,Provably Robust Boosting,7,0.7876190476190477
statlog-german-credit,XBART,7,0.8542857142857142
statlog-german-credit,Adaboost,8,0.8114285714285714
statlog-german-credit,LightGBM,8,0.7985714285714285
statlog-german-credit,Provably Robust Boosting,8,0.7707142857142857
statlog-german-credit,XBART,8,0.8238095238095238
statlog-german-credit,Adaboost,9,0.7623809523809523
statlog-german-credit,LightGBM,9,0.81
statlog-german-credit,Provably Robust Boosting,9,0.6880952380952381
statlog-german-credit,XBART,9,0.7423809523809524
statlog-heart_,Adaboost,0,0.75
statlog-heart_,LightGBM,0,0.8888888888888888
statlog-heart_,Provably Robust Boosting,0,0.8555555555555556
statlog-heart_,XBART,0,0.9833333333333334
statlog-heart_,Adaboost,1,0.9111111111111112
statlog-heart_,LightGBM,1,0.9555555555555556
statlog-heart_,Provably Robust Boosting,1,0.9083333333333332
statlog-heart_,XBART,1,0.9277777777777778
statlog-heart_,Adaboost,2,0.8500000000000001
statlog-heart_,LightGBM,2,0.8083333333333333
statlog-heart_,Provably Robust Boosting,2,0.7972222222222223
statlog-heart_,XBART,2,0.7888888888888891
statlog-heart_,Adaboost,3,0.977777777777778
statlog-heart_,LightGBM,3,0.9333333333333332
statlog-heart_,Provably Robust Boosting,3,0.9416666666666668
statlog-heart_,XBART,3,0.9055555555555556
statlog-heart_,Adaboost,4,0.8
statlog-heart_,LightGBM,4,0.7722222222222223
statlog-heart_,Provably Robust Boosting,4,0.8083333333333335
statlog-heart_,XBART,4,0.8277777777777777
statlog-heart_,Adaboost,5,0.8500000000000001
statlog-heart_,LightGBM,5,0.8388888888888889
statlog-heart_,Provably Robust Boosting,5,0.9
statlog-heart_,XBART,5,0.8777777777777778
statlog-heart_,Adaboost,6,0.9805555555555556
statlog-heart_,LightGBM,6,0.8805555555555556
statlog-heart_,Provably Robust Boosting,6,0.8305555555555556
statlog-heart_,XBART,6,0.95
statlog-heart_,Adaboost,7,0.8666666666666667
statlog-heart_,LightGBM,7,0.8333333333333334
statlog-heart_,Provably Robust Boosting,7,0.7138888888888889
statlog-heart_,XBART,7,0.7833333333333333
statlog-heart_,Adaboost,8,0.8277777777777778
statlog-heart_,LightGBM,8,0.8083333333333333
statlog-heart_,Provably Robust Boosting,8,0.6861111111111111
statlog-heart_,XBART,8,0.8555555555555555
statlog-heart_,Adaboost,9,0.9472222222222222
statlog-heart_,LightGBM,9,0.9888888888888888
statlog-heart_,Provably Robust Boosting,9,0.9388888888888888
statlog-heart_,XBART,9,0.9611111111111109
statlog-image,Adaboost,0,0.9681009226463771
statlog-image,LightGBM,0,0.9997157724430452
statlog-image,Provably Robust Boosting,0,0.9723206086842452
statlog-image,XBART,0,0.9940093576457212
statlog-image,Adaboost,1,0.9628973719882812
statlog-image,LightGBM,1,0.9999344090253182
statlog-image,Provably Robust Boosting,1,0.9676855131400586
statlog-image,XBART,1,0.9906642179369449
statlog-image,Adaboost,2,0.9092439546985002
statlog-image,LightGBM,2,0.9992129083038174
statlog-image,Provably Robust Boosting,2,0.9696313787222878
statlog-image,XBART,2,0.9938125847216756
statlog-image,Adaboost,3,0.934846298482662
statlog-image,LightGBM,3,0.9995189995189996
statlog-image,Provably Robust Boosting,3,0.9765402947221129
statlog-image,XBART,3,0.9366609821155276
statlog-image,Adaboost,4,0.9176395994577812
statlog-image,LightGBM,4,0.9997813634177272
statlog-image,Provably Robust Boosting,4,0.972757881848791
statlog-image,XBART,4,0.9970046788228606
statlog-image,Adaboost,5,0.9621321439503258
statlog-image,LightGBM,5,1.0
statlog-image,Provably Robust Boosting,5,0.9638156456338276
statlog-image,XBART,5,0.9950588132406316
statlog-image,Adaboost,6,0.9769557042284316
statlog-image,LightGBM,6,0.9997376361012724
statlog-image,Provably Robust Boosting,6,0.9729546547728366
statlog-image,XBART,6,0.9861603043421224
statlog-image,Adaboost,7,0.9666141938869212
statlog-image,LightGBM,7,0.9982509073418164
statlog-image,Provably Robust Boosting,7,0.9768901132537496
statlog-image,XBART,7,0.9839083475447112
statlog-image,Adaboost,8,0.9539551357733176
statlog-image,LightGBM,8,0.9999562726835454
statlog-image,Provably Robust Boosting,8,0.973348200620928
statlog-image,XBART,8,0.9956491320127684
statlog-image,Adaboost,9,0.9367265730902096
statlog-image,LightGBM,9,0.9998688180506362
statlog-image,Provably Robust Boosting,9,0.9709869255323802
statlog-image,XBART,9,0.9665923302286938
statlog-vehicle,Adaboost,0,0.8750865974303474
statlog-vehicle,LightGBM,0,0.9303499972249972
statlog-vehicle,Provably Robust Boosting,0,0.8358369668525919
statlog-vehicle,XBART,0,0.8613194444444444
statlog-vehicle,Adaboost,1,0.8941612727550228
statlog-vehicle,LightGBM,1,0.9542991210178712
statlog-vehicle,Provably Robust Boosting,1,0.8808892236235987
statlog-vehicle,XBART,1,0.9345397657897658
statlog-vehicle,Adaboost,2,0.8551337551337552
statlog-vehicle,LightGBM,2,0.9440329635642136
statlog-vehicle,Provably Robust Boosting,2,0.8286963730713731
statlog-vehicle,XBART,2,0.8261605408480408
statlog-vehicle,Adaboost,3,0.8643457757520256
statlog-vehicle,LightGBM,3,0.9329014561827064
statlog-vehicle,Provably Robust Boosting,3,0.8351476735070484
statlog-vehicle,XBART,3,0.8755619727494728
statlog-vehicle,Adaboost,4,0.8539091290653791
statlog-vehicle,LightGBM,4,0.9290051615051614
statlog-vehicle,Provably Robust Boosting,4,0.8238465874403375
statlog-vehicle,XBART,4,0.8842931200743701
statlog-vehicle,Adaboost,5,0.8795724761349762
statlog-vehicle,LightGBM,5,0.913191808191808
statlog-vehicle,Provably Robust Boosting,5,0.837486732017982
statlog-vehicle,XBART,5,0.8561586850649351
statlog-vehicle,Adaboost,6,0.8698995610177926
statlog-vehicle,LightGBM,6,0.933276496362434
statlog-vehicle,Provably Robust Boosting,6,0.8512810135866011
statlog-vehicle,XBART,6,0.8570714162070008
statlog-vehicle,Adaboost,7,0.9185225672624866
statlog-vehicle,LightGBM,7,0.9364571523053664
statlog-vehicle,Provably Robust Boosting,7,0.8757352990071885
statlog-vehicle,XBART,7,0.8727179587112622
statlog-vehicle,Adaboost,8,0.8995586314926753
statlog-vehicle,LightGBM,8,0.9347945601851853
statlog-vehicle,Provably Robust Boosting,8,0.8469562404807761
statlog-vehicle,XBART,8,0.8705874543936181
statlog-vehicle,Adaboost,9,0.8312386028354376
statlog-vehicle,LightGBM,9,0.9334514267633356
statlog-vehicle,Provably Robust Boosting,9,0.8439952176779123
statlog-vehicle,XBART,9,0.9098437542865144
steel-plates,Adaboost,0,0.8729256415008271
steel-plates,LightGBM,0,0.9684794357798064
steel-plates,Provably Robust Boosting,0,0.9044171266559864
steel-plates,XBART,0,0.5
steel-plates,Adaboost,1,0.8887381408313243
steel-plates,LightGBM,1,0.926171806974086
steel-plates,Provably Robust Boosting,1,0.8804657013365779
steel-plates,XBART,1,0.4963781908292373
steel-plates,Adaboost,2,0.6495357509804289
steel-plates,LightGBM,2,0.9401891685705126
steel-plates,Provably Robust Boosting,2,0.8559712188752883
steel-plates,XBART,2,0.5
steel-plates,Adaboost,3,0.8820544039155516
steel-plates,LightGBM,3,0.959123535125553
steel-plates,Provably Robust Boosting,3,0.9051556567772135
steel-plates,XBART,3,0.4769710524568978
steel-plates,Adaboost,4,0.8920268087843551
steel-plates,LightGBM,4,0.9599311904503116
steel-plates,Provably Robust Boosting,4,0.8844647272783704
steel-plates,XBART,4,0.4942244826646993
steel-plates,Adaboost,5,0.8225110363979882
steel-plates,LightGBM,5,0.9497251895150268
steel-plates,Provably Robust Boosting,5,0.8906277075191383
steel-plates,XBART,5,0.5
steel-plates,Adaboost,6,0.8590107803086433
steel-plates,LightGBM,6,0.9603550661672108
steel-plates,Provably Robust Boosting,6,0.8947193897851539
steel-plates,XBART,6,0.4966385186090841
steel-plates,Adaboost,7,0.8700752453641897
steel-plates,LightGBM,7,0.9448763460591106
steel-plates,Provably Robust Boosting,7,0.9137593487192502
steel-plates,XBART,7,0.4952020405037608
steel-plates,Adaboost,8,0.8868642671756003
steel-plates,LightGBM,8,0.961024504851228
steel-plates,Provably Robust Boosting,8,0.8989705051352794
steel-plates,XBART,8,0.4990867719485693
steel-plates,Adaboost,9,0.5866821382869309
steel-plates,LightGBM,9,0.9390515629539422
steel-plates,Provably Robust Boosting,9,0.8592692355455332
steel-plates,XBART,9,0.5055032075126674
synthetic-control,Adaboost,0,0.9823333333333334
synthetic-control,LightGBM,0,1.0
synthetic-control,Provably Robust Boosting,0,0.9953333333333334
synthetic-control,XBART,0,0.5166666666666666
synthetic-control,Adaboost,1,0.9843333333333332
synthetic-control,LightGBM,1,1.0
synthetic-control,Provably Robust Boosting,1,0.9853333333333332
synthetic-control,XBART,1,0.5
synthetic-control,Adaboost,2,0.972
synthetic-control,LightGBM,2,1.0
synthetic-control,Provably Robust Boosting,2,0.9773333333333332
synthetic-control,XBART,2,0.5
synthetic-control,Adaboost,3,0.9806666666666666
synthetic-control,LightGBM,3,1.0
synthetic-control,Provably Robust Boosting,3,0.9836666666666666
synthetic-control,XBART,3,0.5
synthetic-control,Adaboost,4,0.9826666666666664
synthetic-control,LightGBM,4,0.9996666666666668
synthetic-control,Provably Robust Boosting,4,0.982
synthetic-control,XBART,4,0.5
synthetic-control,Adaboost,5,0.9983333333333334
synthetic-control,LightGBM,5,1.0
synthetic-control,Provably Robust Boosting,5,0.9890000000000002
synthetic-control,XBART,5,0.4933333333333334
synthetic-control,Adaboost,6,0.9886666666666666
synthetic-control,LightGBM,6,0.9993333333333334
synthetic-control,Provably Robust Boosting,6,0.9796666666666668
synthetic-control,XBART,6,0.5
synthetic-control,Adaboost,7,0.9836666666666666
synthetic-control,LightGBM,7,1.0
synthetic-control,Provably Robust Boosting,7,0.988
synthetic-control,XBART,7,0.5
synthetic-control,Adaboost,8,0.992
synthetic-control,LightGBM,8,1.0
synthetic-control,Provably Robust Boosting,8,0.9890000000000001
synthetic-control,XBART,8,0.5133333333333333
synthetic-control,Adaboost,9,0.9696666666666666
synthetic-control,LightGBM,9,0.9976666666666668
synthetic-control,Provably Robust Boosting,9,0.9916666666666666
synthetic-control,XBART,9,0.5
tae,Adaboost,0,0.7916666666666667
tae,LightGBM,0,0.6083333333333333
tae,Provably Robust Boosting,0,0.5
tae,XBART,0,0.725
tae,Adaboost,1,0.7777777777777777
tae,LightGBM,1,0.6666666666666665
tae,Provably Robust Boosting,1,0.5
tae,XBART,1,0.6111111111111112
tae,Adaboost,2,0.92
tae,LightGBM,2,0.8600000000000001
tae,Provably Robust Boosting,2,0.5
tae,XBART,2,0.96
tae,Adaboost,3,0.63
tae,LightGBM,3,0.62
tae,Provably Robust Boosting,3,0.5
tae,XBART,3,0.7200000000000002
tae,Adaboost,4,0.72
tae,LightGBM,4,0.54
tae,Provably Robust Boosting,4,0.5
tae,XBART,4,0.48
tae,Adaboost,5,0.8200000000000001
tae,LightGBM,5,0.44
tae,Provably Robust Boosting,5,0.5
tae,XBART,5,0.8400000000000001
tae,Adaboost,6,0.98
tae,LightGBM,6,0.8600000000000001
tae,Provably Robust Boosting,6,0.5
tae,XBART,6,0.72
tae,Adaboost,7,0.68
tae,LightGBM,7,0.69
tae,Provably Robust Boosting,7,0.5
tae,XBART,7,0.7
tae,Adaboost,8,0.6400000000000001
tae,LightGBM,8,0.41
tae,Provably Robust Boosting,8,0.5
tae,XBART,8,0.4600000000000001
tae,Adaboost,9,0.8600000000000001
tae,LightGBM,9,0.74
tae,Provably Robust Boosting,9,0.5
tae,XBART,9,0.74
teaching,Adaboost,0,0.7494949494949495
teaching,LightGBM,0,0.7464646464646464
teaching,Provably Robust Boosting,0,0.8575757575757575
teaching,XBART,0,0.7050505050505049
teaching,Adaboost,1,0.708361391694725
teaching,LightGBM,1,0.7195735129068463
teaching,Provably Robust Boosting,1,0.6807968574635241
teaching,XBART,1,0.44836139169472505
teaching,Adaboost,2,0.66
teaching,LightGBM,2,0.82
teaching,Provably Robust Boosting,2,0.7200000000000001
teaching,XBART,2,0.5133333333333333
teaching,Adaboost,3,0.6133333333333334
teaching,LightGBM,3,0.5599999999999999
teaching,Provably Robust Boosting,3,0.6000000000000001
teaching,XBART,3,0.5133333333333333
teaching,Adaboost,4,0.84
teaching,LightGBM,4,0.7466666666666667
teaching,Provably Robust Boosting,4,0.7866666666666666
teaching,XBART,4,0.6266666666666666
teaching,Adaboost,5,0.6466666666666666
teaching,LightGBM,5,0.5333333333333333
teaching,Provably Robust Boosting,5,0.6
teaching,XBART,5,0.8266666666666668
teaching,Adaboost,6,0.8466666666666667
teaching,LightGBM,6,0.9266666666666666
teaching,Provably Robust Boosting,6,0.7866666666666667
teaching,XBART,6,0.7266666666666666
teaching,Adaboost,7,0.6933333333333334
teaching,LightGBM,7,0.5599999999999999
teaching,Provably Robust Boosting,7,0.5866666666666668
teaching,XBART,7,0.6
teaching,Adaboost,8,0.7333333333333333
teaching,LightGBM,8,0.56
teaching,Provably Robust Boosting,8,0.6933333333333334
teaching,XBART,8,0.4933333333333334
teaching,Adaboost,9,0.8000000000000002
teaching,LightGBM,9,0.7466666666666667
teaching,Provably Robust Boosting,9,0.5
teaching,XBART,9,0.4666666666666667
teachingAssistant,Adaboost,0,0.7494949494949495
teachingAssistant,LightGBM,0,0.7171717171717171
teachingAssistant,Provably Robust Boosting,0,0.5
teachingAssistant,XBART,0,0.7050505050505049
teachingAssistant,Adaboost,1,0.6836700336700336
teachingAssistant,LightGBM,1,0.7195735129068463
teachingAssistant,Provably Robust Boosting,1,0.5
teachingAssistant,XBART,1,0.44836139169472505
teachingAssistant,Adaboost,2,0.6733333333333333
teachingAssistant,LightGBM,2,0.82
teachingAssistant,Provably Robust Boosting,2,0.5
teachingAssistant,XBART,2,0.5133333333333333
teachingAssistant,Adaboost,3,0.6133333333333334
teachingAssistant,LightGBM,3,0.5599999999999999
teachingAssistant,Provably Robust Boosting,3,0.5
teachingAssistant,XBART,3,0.5133333333333333
teachingAssistant,Adaboost,4,0.84
teachingAssistant,LightGBM,4,0.7466666666666667
teachingAssistant,Provably Robust Boosting,4,0.5
teachingAssistant,XBART,4,0.6266666666666666
teachingAssistant,Adaboost,5,0.6466666666666666
teachingAssistant,LightGBM,5,0.5333333333333333
teachingAssistant,Provably Robust Boosting,5,0.5
teachingAssistant,XBART,5,0.8266666666666668
teachingAssistant,Adaboost,6,0.8333333333333334
teachingAssistant,LightGBM,6,0.9
teachingAssistant,Provably Robust Boosting,6,0.5
teachingAssistant,XBART,6,0.7266666666666666
teachingAssistant,Adaboost,7,0.6933333333333334
teachingAssistant,LightGBM,7,0.6133333333333334
teachingAssistant,Provably Robust Boosting,7,0.5
teachingAssistant,XBART,7,0.6
teachingAssistant,Adaboost,8,0.7333333333333333
teachingAssistant,LightGBM,8,0.56
teachingAssistant,Provably Robust Boosting,8,0.5
teachingAssistant,XBART,8,0.4933333333333334
teachingAssistant,Adaboost,9,0.8000000000000002
teachingAssistant,LightGBM,9,0.7466666666666667
teachingAssistant,Provably Robust Boosting,9,0.5
teachingAssistant,XBART,9,0.4666666666666667
tic-tac-toe,Adaboost,0,0.9995189995189996
tic-tac-toe,LightGBM,0,1.0
tic-tac-toe,Provably Robust Boosting,0,0.754930254930255
tic-tac-toe,XBART,0,0.5331890331890332
tic-tac-toe,Adaboost,1,0.9971139971139972
tic-tac-toe,LightGBM,1,0.9793169793169793
tic-tac-toe,Provably Robust Boosting,1,0.7825877825877826
tic-tac-toe,XBART,1,0.6334776334776334
tic-tac-toe,Adaboost,2,0.9975949975949976
tic-tac-toe,LightGBM,2,0.998075998075998
tic-tac-toe,Provably Robust Boosting,2,0.8237133237133236
tic-tac-toe,XBART,2,0.5
